loss,train_history,test_history,negative_perc,np_ratio,positive_sample_perc
0.13525802888351238,0.02294367066313848,0.5441394751918679,0.5,0.5,1.0
0.11046419317531705,0.02613399795764894,0.3389221922307802,0.5,0.5,1.0
0.10191227184534515,0.03357245043333884,0.5769195978057762,0.5,0.5,1.0
0.09598778896610206,0.04041404840836735,0.5858780085157637,0.5,0.5,1.0
0.08819088404463786,0.0454857574529652,0.5732713692719811,0.5,0.5,1.0
0.0836231824321837,0.03732201693789626,0.5738877003669897,0.5,0.5,1.0
0.08174538036231813,0.03456596488019089,0.6580166248185979,0.5,0.5,1.0
0.0795902697487261,0.03381019832590469,0.6079166470050641,0.5,0.5,1.0
0.07714073528038623,0.04761843675808065,0.5845838502904482,0.5,0.5,1.0
0.0771156601009263,0.039845930528661394,0.7111989584669743,0.5,0.5,1.0
0.07481953831246013,0.04771465474533083,0.5831297993240531,0.5,0.5,1.0
0.07367353757180395,0.04157463450362345,0.4559822157671276,0.5,0.5,1.0
0.07228665348777738,0.02709282840140369,0.4485604461275722,0.5,0.5,1.0
0.07060136848770221,0.06794199946921947,0.05072654340383976,0.5,0.5,1.0
0.06935581335150504,0.07676172759976384,0.08934531551589811,0.5,0.5,1.0
0.06678327306629238,0.05876579303553395,0.5045473128954822,0.5,0.5,1.0
0.06498768457348093,0.04743694357473167,0.13537083788645127,0.5,0.5,1.0
0.06220380111050119,0.05603945038732379,0.14070271253539515,0.5,0.5,1.0
0.06067846600126047,0.05756864265181566,0.13368690926057386,0.5,0.5,1.0
0.05807838751461926,0.0527172819429799,0.017232962719329236,0.5,0.5,1.0
0.05921458059797282,0.05356201793673629,0.010352135898217572,0.5,0.5,1.0
0.0594133581004121,0.05248047144183777,0.04989885822110949,0.5,0.5,1.0
0.057407744994843975,0.07671145317608005,0.045628432321021276,0.5,0.5,1.0
0.05649176298554048,0.054732480647819284,0.06916107668195698,0.5,0.5,1.0
0.05476484726580574,0.05248298693827783,0.04977331524976339,0.5,0.5,1.0
0.055775313577894045,0.07327969016452925,0.24569464789680492,0.5,0.5,1.0
0.05536207833435794,0.06052059483754241,0.16976076388623051,0.5,0.5,1.0
0.051526700353438024,0.09102866137981483,0.2268786447650209,0.5,0.5,1.0
0.051410309851274295,0.09014206012199501,0.053508766300463695,0.5,0.5,1.0
0.05115979386324484,0.059550405264744206,0.08046383583968623,0.5,0.5,1.0
0.04864853539647211,0.1150075051743803,0.03903963880850819,0.5,0.5,1.0
0.04710373250462855,0.08999474733144634,0.1440163833628604,0.5,0.5,1.0
0.04624652673155354,0.08437014365243106,0.05372582764139379,0.5,0.5,1.0
0.045463742800523184,0.09228085773266564,0.02575851365916794,0.5,0.5,1.0
0.04452934692664099,0.05694023473161052,0.049603166096075894,0.5,0.5,1.0
0.048533243499594494,0.0819610065329641,0.5097678125677318,0.5,0.5,1.0
0.04745409914425644,0.06058831758984009,0.27849348276549507,0.5,0.5,1.0
0.046711425856758734,0.06521332564023177,0.5968481282396253,0.5,0.5,1.0
0.04570116312211719,0.0922346084510086,0.3658142816651169,0.5,0.5,1.0
0.04488811686217028,0.08963483144096396,0.2729316043893729,0.5,0.5,1.0
0.04733610293496309,0.08249054850141699,0.35098591975471294,0.5,0.5,1.0
0.0477592668713728,0.0806912595115361,0.528147701212801,0.5,0.5,1.0
0.047785408139647136,0.11563450894975293,0.08048114754138463,0.5,0.5,1.0
0.04573506258834822,0.05966262003825168,0.6452510612562612,0.5,0.5,1.0
0.045555306152761654,0.08800307433542698,0.09048539477421733,0.5,0.5,1.0
0.044451437423480525,0.09500772215835296,0.135532150224606,0.5,0.5,1.0
0.04368085328110966,0.07994408810574591,0.034968447691604544,0.5,0.5,1.0
0.042219532144530364,0.08711077266436248,0.15101335913489256,0.5,0.5,1.0
0.042954512938076186,0.11657707409364461,0.10838557928229431,0.5,0.5,1.0
0.04184739283631293,0.060245643412273626,0.17084728908805785,0.5,0.5,1.0
0.040587201577399167,0.08080707686731291,0.13595467086463847,0.5,0.5,1.0
0.04181787213228482,0.04601656608802657,0.22379793197362555,0.5,0.5,1.0
0.04014336430200168,0.061613042612470435,0.11435023179073396,0.5,0.5,1.0
0.03961633104897928,0.02701940123715856,0.09457654581095179,0.5,0.5,1.0
0.0384020359856654,0.0629950204880104,0.09966409868724255,0.5,0.5,1.0
0.03946327461752672,0.07793786197175186,0.1448063544757783,0.5,0.5,1.0
0.03897234783277833,0.04549100107368287,0.21419822577501768,0.5,0.5,1.0
0.0383268723725475,0.04042872759818013,0.04028656219676714,0.5,0.5,1.0
0.03787553612834498,0.06016255367626125,0.11068241916123456,0.5,0.5,1.0
0.04018317245889083,0.06425458677766495,0.1963762866456192,0.5,0.5,1.0
0.038936354275893384,0.07230443985232896,0.08017916977457179,0.5,0.5,1.0
0.03890678263815507,0.05447607556127564,0.0674995454167937,0.5,0.5,1.0
0.03781657130551248,0.06329279254165937,0.11891593142821395,0.5,0.5,1.0
0.03944726838485789,0.03711394308042257,0.0437155096357847,0.5,0.5,1.0
0.038934641629395306,0.10543479584593587,0.08640954173277293,0.5,0.5,1.0
0.040274606380748965,0.060881208222071354,0.14327114113986208,0.5,0.5,1.0
0.03683631844598647,0.07427959961269312,0.06367229130382795,0.5,0.5,1.0
0.03771947934824091,0.09186456644473345,0.014095083142749511,0.5,0.5,1.0
0.03749697709616059,0.07392752889979579,0.051380908823550786,0.5,0.5,1.0
0.03642537709297411,0.049949633911281696,0.05056026448885893,0.5,0.5,1.0
0.037109267172483314,0.09426069675470124,0.028892164148450757,0.5,0.5,1.0
0.03518849101430873,0.04208898345564904,0.048230753685276184,0.5,0.5,1.0
0.03579323650659264,0.062018258773598,0.03380972220858038,0.5,0.5,1.0
0.035165569779893366,0.07532464260881959,0.03452061013808346,0.5,0.5,1.0
0.03517648085849637,0.07699242841345498,0.057955396263705744,0.5,0.5,1.0
0.036054543521695556,0.09456884050304235,0.0289130163899063,0.5,0.5,1.0
0.03587009986043585,0.06515286705201366,0.02245458627389035,0.5,0.5,1.0
0.035297387666225234,0.0850601773003003,0.04793302179192859,0.5,0.5,1.0
0.03345127313540875,0.057382761050703855,0.030358683960643448,0.5,0.5,1.0
0.03568224978533714,0.05426186954031322,0.09199396689092083,0.5,0.5,1.0
0.035965054946947295,0.1024378382366825,0.020345451495471064,0.5,0.5,1.0
0.03602649137108109,0.07194510283076633,0.013875581482957498,0.5,0.5,1.0
0.034302092001153556,0.05970224916915967,0.0209337364762246,0.5,0.5,1.0
0.033237463887735845,0.08658990275384333,0.013175046704428393,0.5,0.5,1.0
0.03741479120456617,0.0784601380995884,0.03460309628388181,0.5,0.5,1.0
0.033593464763995017,0.06003637286152462,0.01559779724105003,0.5,0.5,1.0
0.033596797368063605,0.06894376963544702,0.028815522859252773,0.5,0.5,1.0
0.03698914619623792,0.08098543916350033,0.021677406328048772,0.5,0.5,1.0
0.03593902299051262,0.06624585521125864,0.08143873345526538,0.5,0.5,1.0
0.035159527990728245,0.10448270223483871,0.007763932262516302,0.5,0.5,1.0
0.03886426648471042,0.06887076525112248,0.014029551434033559,0.5,0.5,1.0
0.03503166241506887,0.07169391360868893,0.08902608569210115,0.5,0.5,1.0
0.036735679766967386,0.06763857981727067,0.023252763230618367,0.5,0.5,1.0
0.035188435185652456,0.08374831752545828,0.011377076519817399,0.5,0.5,1.0
0.03463164283431161,0.08552705936421787,0.03888788901809508,0.5,0.5,1.0
0.034663218526240304,0.08295212752375984,0.015423687170425962,0.5,0.5,1.0
0.03669650050181142,0.07496728897094335,0.014642678809838963,0.5,0.5,1.0
0.03628277099498636,0.0902192039852407,0.03456107013665558,0.5,0.5,1.0
0.0348381768539101,0.06194392874487978,0.03355211306022364,0.5,0.5,1.0
0.03370013842413091,0.07369299793308647,0.01779482852781846,0.5,0.5,1.0
0.033257885323975264,0.09475062117627073,0.018000224067746047,0.5,0.5,1.0
0.03569504065743304,0.06252329685812574,0.030924879934224384,0.5,0.5,1.0
0.03280555509002112,0.07603360732165369,0.009524802742343508,0.5,0.5,1.0
0.03278397605189402,0.07442366888011698,0.012701399021376746,0.5,0.5,1.0
0.03203796674354992,0.07868221820886274,0.06248095240893922,0.5,0.5,1.0
0.03231109984008769,0.0918875989726427,0.022909873352796737,0.5,0.5,1.0
0.03240168241219187,0.07811208350919283,0.02761062785773388,0.5,0.5,1.0
0.033743642582419554,0.08668049560258177,0.02915841562219769,0.5,0.5,1.0
0.03259690127660495,0.08002853091303294,0.03754762878502621,0.5,0.5,1.0
0.03427239115824448,0.08055641223628988,0.01623065175531327,0.5,0.5,1.0
0.03235025583403345,0.0749015080186825,0.021902184168158076,0.5,0.5,1.0
0.03260482439365881,0.057656521618609714,0.03396655441101844,0.5,0.5,1.0
0.032971106373249584,0.0632917696800088,0.05752196328090633,0.5,0.5,1.0
0.0307479331508891,0.09466648362518948,0.01163312457284989,0.5,0.5,1.0
0.030887162422721492,0.07619489967069748,0.012252429415457544,0.5,0.5,1.0
0.032350734008589364,0.0841310833013867,0.03276999992911038,0.5,0.5,1.0
0.030303460256783373,0.12429978653758095,0.06063341034859298,0.5,0.5,1.0
0.030876333071412295,0.0866154427197432,0.01698422966334404,0.5,0.5,1.0
0.030834457230330164,0.10892768337969519,0.011923098197863167,0.5,0.5,1.0
0.0306770809186628,0.11034134283568722,0.016335280033522834,0.5,0.5,1.0
0.03187937162437814,0.09471729390259621,0.03007505412180838,0.5,0.5,1.0
0.031137058475772396,0.125398153321556,0.01609553391877702,0.5,0.5,1.0
0.031682346146594716,0.0906586914115836,0.022344647661143236,0.5,0.5,1.0
0.031047167037768084,0.08592283794977275,0.017561208272060064,0.5,0.5,1.0
0.03110158866607727,0.08252153676735247,0.04396732028533759,0.5,0.5,1.0
0.030225808552242682,0.09946910780746068,0.018625430246655195,0.5,0.5,1.0
0.030869797486390835,0.11170532046642127,0.02052560086026861,0.5,0.5,1.0
0.03208863554317568,0.08087051832509964,0.023205377063241717,0.5,0.5,1.0
0.030267015754007365,0.08672813342948985,0.09232179290232362,0.5,0.5,1.0
0.030573727132541625,0.09170717632737066,0.16312765239129953,0.5,0.5,1.0
0.030673873715374778,0.12129519633098791,0.09340820714801476,0.5,0.5,1.0
0.03040005146925136,0.11911467187836366,0.09871374042923757,0.5,0.5,1.0
0.029191062403014938,0.09252996482039957,0.02532638513379082,0.5,0.5,1.0
0.029968409887360315,0.09015849819490088,0.07577395418266938,0.5,0.5,1.0
0.029133463582514556,0.1390787630995079,0.03826818422459465,0.5,0.5,1.0
0.02930650466313624,0.12383177297470775,0.0436746096116489,0.5,0.5,1.0
0.029603970831307176,0.1010710158046647,0.04784339546449766,0.5,0.5,1.0
0.030392340346665558,0.12534109540962116,0.033960867324286007,0.5,0.5,1.0
0.028746881368154936,0.12001759140819948,0.0345257842130381,0.5,0.5,1.0
0.029711291364230973,0.09980521783681559,0.0927984753385233,0.5,0.5,1.0
0.03023788921104757,0.12085480301347531,0.02597975509808097,0.5,0.5,1.0
0.03011136566174349,0.11165735001122395,0.04948688509021514,0.5,0.5,1.0
0.02995065220977674,0.08436287619488733,0.0435510715580996,0.5,0.5,1.0
0.029635015807515507,0.12320792375215871,0.030303781112876547,0.5,0.5,1.0
0.03107047806609458,0.09684364712474179,0.04210538984648009,0.5,0.5,1.0
0.02997345887986576,0.08355017189469748,0.01736940898795129,0.5,0.5,1.0
0.02991178462566152,0.08153981292527727,0.035311151241095295,0.5,0.5,1.0
0.02909244341377384,0.10056261148686649,0.0171372271089261,0.5,0.5,1.0
0.030164810607115147,0.09626112334934045,0.2212387717933715,0.5,0.5,1.0
0.031536532255608686,0.11884153085226584,0.012931093067432394,0.5,0.5,1.0
0.03015517913607226,0.10136212144829326,0.021574075133549392,0.5,0.5,1.0
0.029860308584434694,0.0884939117023658,0.176819788078993,0.5,0.5,1.0
0.029936778884852536,0.09974624500952792,0.010987180425850673,0.5,0.5,1.0
0.029431415289742864,0.08572062119892078,0.06089736174865965,0.5,0.5,1.0
0.029606889684488626,0.08419484119113174,0.019213370225886203,0.5,0.5,1.0
0.02975597177411184,0.10824000319919548,0.022640710229997148,0.5,0.5,1.0
0.029822453988697442,0.07721319720738438,0.0286352341890505,0.5,0.5,1.0
0.029809099093438922,0.09199654891798513,0.1337403030999186,0.5,0.5,1.0
0.02922906507781101,0.1072610091179553,0.015823900006316175,0.5,0.5,1.0
0.02911494295560019,0.09408726981655291,0.023089985889709785,0.5,0.5,1.0
0.029180474684975886,0.10962099889788343,0.01889409218057179,0.5,0.5,1.0
0.029065308912641703,0.10419452476535962,0.09828585595890152,0.5,0.5,1.0
0.02936748464856511,0.10887154131373644,0.01178993736493986,0.5,0.5,1.0
0.029247319441363443,0.11427617848473637,0.019458937789813637,0.5,0.5,1.0
0.029215952461110094,0.1323362616908713,0.016359893204816348,0.5,0.5,1.0
0.02908189348434545,0.09031875198160379,0.012864331186445886,0.5,0.5,1.0
0.02873723080224365,0.07771888697012494,0.02987197140677842,0.5,0.5,1.0
0.029192119427953384,0.13262652451408327,0.043557390621179574,0.5,0.5,1.0
0.028559434243134355,0.10534101050783581,0.02750880369834708,0.5,0.5,1.0
0.028959595241957674,0.11995693215795833,0.03423304777890328,0.5,0.5,1.0
0.028561027289904072,0.12680834825368234,0.01757567212327047,0.5,0.5,1.0
0.028338701721413978,0.16097430029763313,0.036219493999519174,0.5,0.5,1.0
0.028328067532348455,0.07378780084705065,0.0679660165394556,0.5,0.5,1.0
0.026842914509131646,0.06659048454329108,0.023980934608127554,0.5,0.5,1.0
0.026791607079163105,0.08403238737371134,0.14186958840954822,0.5,0.5,1.0
0.02589360067366856,0.09073658458110342,0.023547266160993972,0.5,0.5,1.0
0.02632642462607324,0.1066283089182921,0.03770361084241117,0.5,0.5,1.0
0.025525951299257593,0.09933267531088033,0.02520254808275162,0.5,0.5,1.0
0.02584620582695114,0.1180181309396606,0.026357670058260424,0.5,0.5,1.0
0.02509842426602033,0.1257419023494547,0.020811020717936876,0.5,0.5,1.0
0.024613965441009533,0.10750637051059812,0.016583013126405505,0.5,0.5,1.0
0.02562106122995447,0.11134200907273238,0.029305350139100735,0.5,0.5,1.0
0.02462211164010813,0.1075330252602553,0.048279263580083075,0.5,0.5,1.0
0.023974506409576025,0.13682292465750412,0.018733062723628985,0.5,0.5,1.0
0.028839733156648853,0.09366780890646666,0.05758815190724406,0.5,0.5,1.0
0.02879139905530987,0.08426192652522559,0.03120478609108964,0.5,0.5,1.0
0.027740578304198807,0.11794718901456272,0.024384159996517555,0.5,0.5,1.0
0.0278959773274174,0.09687370964882591,0.1497694795772584,0.5,0.5,1.0
0.02759303965318638,0.1288797617827149,0.0616520790269741,0.5,0.5,1.0
0.028134043123065805,0.09558852951956685,0.10838836622907537,0.5,0.5,1.0
0.028111928282459665,0.12274804403149732,0.05673342770241519,0.5,0.5,1.0
0.027914293015918554,0.11098054840126258,0.03365484553004229,0.5,0.5,1.0
0.027838023196122302,0.10552647495269865,0.04086637769283612,0.5,0.5,1.0
0.02830591365216864,0.10762466364379462,0.07139860817669869,0.5,0.5,1.0
0.027892571138150225,0.10531028189292348,0.01673589948059881,0.5,0.5,1.0
0.027922300417397766,0.08333138564416721,0.037530869852112556,0.5,0.5,1.0
0.031202940946843494,0.10763226979056657,0.029683832367737844,0.5,0.5,1.0
0.028264768425248152,0.12375204808067919,0.04071296376788742,0.5,0.5,1.0
0.027892075401422318,0.09741893828514156,0.11784327648989026,0.5,0.5,1.0
0.02768500414058072,0.11483472166572926,0.03434056712670171,0.5,0.5,1.0
0.02812828492698355,0.09981062364292695,0.02863943782834462,0.5,0.5,1.0
0.028496984461757646,0.09622189720428581,0.10235792111764057,0.5,0.5,1.0
0.0285371949397164,0.11352584883447892,0.056752589218436754,0.5,0.5,1.0
0.029435715130380333,0.1012474091983013,0.24887635710533418,0.5,0.5,1.0
0.028382589004188677,0.09663332704998745,0.03912207762621507,0.5,0.5,1.0
0.028264960658788245,0.09359022583281268,0.030603133551299018,0.5,0.5,1.0
0.02796308319888099,0.07268175418960293,0.10395192867763112,0.5,0.5,1.0
0.027869851313061314,0.08800030833383209,0.06525048713743839,0.5,0.5,1.0
0.028630053842164375,0.07604685011566786,0.23836070797976475,0.5,0.5,1.0
0.02874628979765926,0.14100080198776194,0.040374888865404496,0.5,0.5,1.0
0.028072299682120168,0.10893494791579644,0.051406609036121764,0.5,0.5,1.0
0.027495004163657376,0.13442575605950832,0.026484547092651984,0.5,0.5,1.0
0.028284556433596144,0.1623514457303595,0.04756907426429191,0.5,0.5,1.0
0.02788720658177832,0.1225063374823897,0.05256982090818598,0.5,0.5,1.0
0.028795178158323966,0.10792635631899727,0.03819744465370938,0.5,0.5,1.0
0.031998157173832885,0.0849598938000059,0.061232319460912385,0.5,0.5,1.0
0.02789873087872056,0.13191387758205178,0.33339827927058463,0.5,0.5,1.0
0.028194129585582386,0.10016903984269061,0.041929169395292815,0.5,0.5,1.0
0.027818424082982088,0.07271906493807241,0.025621677219592152,0.5,0.5,1.0
0.027898641017225695,0.08809654921518131,0.03939013037068565,0.5,0.5,1.0
0.027476067518435184,0.1195723612512519,0.02840743286361908,0.5,0.5,1.0
0.030996014151526745,0.13165682524294617,0.042060219135411685,0.5,0.5,1.0
0.027946203160791678,0.14681613986118175,0.05985984787363923,0.5,0.5,1.0
0.02801155398380578,0.15223668595668952,0.03189383651257957,0.5,0.5,1.0
0.028248441297868257,0.10565403139723456,0.037854931955666124,0.5,0.5,1.0
0.028272804031953373,0.11784235270765753,0.018455022123830912,0.5,0.5,1.0
0.02739873067957299,0.10158854844971445,0.11248329485274228,0.5,0.5,1.0
0.027682241358040968,0.15901134740868644,0.03908987022953451,0.5,0.5,1.0
0.02802693658534814,0.09772685624927847,0.4482881084154623,0.5,0.5,1.0
0.028350767795433256,0.07970917615733407,0.029070150769423406,0.5,0.5,1.0
0.027599376913108903,0.11745379178450038,0.1586852812854898,0.5,0.5,1.0
0.027576233064213244,0.10629940466968754,0.12240450507171657,0.5,0.5,1.0
0.027339247902662255,0.12255807854328479,0.17340773464826822,0.5,0.5,1.0
0.02696054239462145,0.09936116361369657,0.043187776059051095,0.5,0.5,1.0
0.02771323911809352,0.14993826818017783,0.05149210809681413,0.5,0.5,1.0
0.027892858348433816,0.09763134214752517,0.325514846303583,0.5,0.5,1.0
0.0263869112927011,0.09093675397541102,0.08688882244064702,0.5,0.5,1.0
0.027272121946607303,0.12169517695745635,0.04426022070770988,0.5,0.5,1.0
0.02756497707611191,0.11643421529756892,0.06679256183053661,0.5,0.5,1.0
0.02705368800214447,0.1271240100558476,0.043851893269626914,0.5,0.5,1.0
0.027337136506407334,0.10344207927953043,0.03400654880873978,0.5,0.5,1.0
0.027637725768962944,0.08220853219548457,0.04668126817894425,0.5,0.5,1.0
0.027426699664758514,0.11742930406476525,0.0433634649697331,0.5,0.5,1.0
0.02711500437210858,0.1434642659979357,0.06096643929452427,0.5,0.5,1.0
0.029913109483419822,0.1005631851632978,0.12783953952501162,0.5,0.5,1.0
0.02752307076809765,0.1409583264436175,0.0670257438813457,0.5,0.5,1.0
0.02727786753602535,0.09507206505531608,0.08670960961726795,0.5,0.5,1.0
0.026911016342029005,0.12031537132184446,0.08560485155971054,0.5,0.5,1.0
0.02761205264694957,0.11064123806328764,0.14483930504678885,0.5,0.5,1.0
0.027289980182688623,0.11622692623305385,0.23805032053966357,0.5,0.5,1.0
0.027198488000651517,0.12118813270788524,0.1863351831138132,0.5,0.5,1.0
0.02706258545017142,0.10055433021900352,0.05070536474645787,0.5,0.5,1.0
0.026962764877701984,0.09593987758270373,0.08473705289754428,0.5,0.5,1.0
0.02705491553008781,0.1232901210027209,0.04302475974041079,0.5,0.5,1.0
0.0276302366600041,0.1034117500247737,0.17099212706006223,0.5,0.5,1.0
0.027157803389767445,0.10069540471245679,0.05273901808809815,0.5,0.5,1.0
0.026926855285233503,0.11710227994840385,0.0625008590677994,0.5,0.5,1.0
0.026960675746930715,0.1292153236563296,0.04883850777106244,0.5,0.5,1.0
0.0264374040642623,0.13399764579108625,0.20647963769205463,0.5,0.5,1.0
0.026345865560258603,0.1472211451330609,0.26971651660556045,0.5,0.5,1.0
0.02672496048705776,0.0695899497289979,0.04938520186244503,0.5,0.5,1.0
0.02691464710543768,0.11457359780835713,0.058823177341845764,0.5,0.5,1.0
0.027462432691801222,0.1254685991075017,0.043718096586066055,0.5,0.5,1.0
0.026986472017079353,0.13963369681822319,0.043589713034010984,0.5,0.5,1.0
0.02765570718051014,0.1381764226236522,0.044138033854247326,0.5,0.5,1.0
0.026306230401108542,0.16938245462983936,0.047352243355563206,0.5,0.5,1.0
0.025811779961561383,0.16103090610919613,0.22712446064020606,0.5,0.5,1.0
0.024901003937349207,0.10172611625582761,0.17028893536102185,0.5,0.5,1.0
0.024748028525971837,0.14927443922921377,0.03973557209706177,0.5,0.5,1.0
0.023950669301035846,0.07974689277488513,0.18785703609772528,0.5,0.5,1.0
0.023737063671276003,0.13829527724634455,0.05663833562255982,0.5,0.5,1.0
0.023690777729494187,0.13643156226444814,0.03539072239278833,0.5,0.5,1.0
0.024948940750045952,0.11238870833161203,0.048591007931375496,0.5,0.5,1.0
0.0244999836187307,0.1636708928881381,0.052414402934827575,0.5,0.5,1.0
0.024322673575666604,0.1748613379259973,0.043996685249674386,0.5,0.5,1.0
0.02454464442114328,0.1371190743004989,0.03593907348116028,0.5,0.5,1.0
0.023930138715170694,0.1269241967439639,0.040727108096596014,0.5,0.5,1.0
0.023794049315024688,0.10481596715209913,0.021123817078370702,0.5,0.5,1.0
0.02334840959739932,0.0882825271743664,0.21215416188190492,0.5,0.5,1.0
0.02351884916221391,0.14770331097795258,0.05280811544681499,0.5,0.5,1.0
0.023880672380608717,0.1394538500486502,0.02372045687127073,0.5,0.5,1.0
0.024129068538134863,0.156593596671216,0.05441437900059153,0.5,0.5,1.0
0.02309485340927188,0.12795914397202526,0.04677798492061791,0.5,0.5,1.0
0.023777298603175276,0.13845635361783779,0.040465382466709374,0.5,0.5,1.0
0.023282863024768407,0.08916289064208704,0.10766830646008634,0.5,0.5,1.0
0.023421482378532175,0.12398994138544442,0.23952292226191263,0.5,0.5,1.0
0.023412383895773804,0.10473154529223364,0.10944723473259355,0.5,0.5,1.0
0.023646472561891462,0.09149236034911144,0.27045093379590485,0.5,0.5,1.0
0.023175389002232434,0.12559645303781214,0.28859787855148866,0.5,0.5,1.0
0.022986268251873655,0.14181632777085168,0.05844755758960739,0.5,0.5,1.0
0.023743100662643884,0.10219483230638839,0.06478685852373421,0.5,0.5,1.0
0.023413851221810025,0.13653447453578957,0.047931212108018206,0.5,0.5,1.0
0.023437634842483443,0.12466761490890185,0.057656956277667155,0.5,0.5,1.0
0.023831152072858824,0.12113853797715171,0.20498335226338776,0.5,0.5,1.0
0.02379620901361312,0.09757305095917115,0.2788300509446649,0.5,0.5,1.0
0.023396339597563105,0.15839494667868087,0.0979781439262868,0.5,0.5,1.0
0.023016786425192164,0.0961064438469024,0.04099651307465038,0.5,0.5,1.0
0.02309776201768462,0.14331655471159885,0.0782159912223466,0.5,0.5,1.0
0.023089785888591025,0.17001907852673553,0.11492332810350164,0.5,0.5,1.0
0.02326103142830548,0.16776691400450272,0.30856763767288115,0.5,0.5,1.0
