loss,train_history,test_history
0.07845366077777703,0.0008699418835216707,0.007363367578656839
0.002110848720925285,0.005432881378306215,0.0043775118650425365
0.0017670258806984527,0.011297445948872423,0.0038577322723879186
0.0015467697066424084,0.012995164204648826,0.11379014200622725
0.0013936310895495934,0.03728497826314581,0.08659904838119903
0.00127033551642971,0.055156878903592124,0.6243696568602162
0.0011708197661841246,0.11784982848720461,0.6367443866939223
0.001088311437756072,0.20948320537902998,0.7467281832584923
0.0010139063765253805,0.2309368598632197,0.639790143524321
0.0009589971328805912,0.26942992984204606,0.6730677077869708
0.000904324405364714,0.3511698148334483,0.6778831220365225
0.0008551776637223983,0.33037668549307875,0.6837409723466161
0.0008239820535279865,0.45468874573085016,0.7368275105878437
0.0007881791409573019,0.5077402886801627,0.7593989552399447
0.0007801385614204083,0.517663632985556,0.7627412961935208
0.0007542206844033556,0.49274514049343604,0.696597366848274
0.0007408313163507019,0.5405117319499934,0.7840486988233032
0.0007193963277502926,0.5799995063473602,0.7365692493764202
0.0007056635112029816,0.5573935228150316,0.710068541921167
0.000704450377630962,0.5887073283311494,0.7039554572952873
0.0006700536456365544,0.6029799919517768,0.7150955914900744
0.0006721807501098575,0.6188109509544457,0.7927520561522692
0.000666910671670693,0.6178850732540799,0.7575646499441684
0.0006384293803850479,0.636171950657356,0.7418601388661967
0.0006315363300112523,0.6583250818612637,0.7715789706076097
0.0006130303946641108,0.6770581065570699,0.7687017745410535
0.0006020473225671659,0.6557054301536378,0.7988797911582234
0.0005935643272864645,0.679923508731552,0.8125796937748854
0.0005778042704863302,0.6970030340984864,0.7765926482158726
0.0005754738073508078,0.69609286266552,0.7311777365845085
0.0005776625378004094,0.6458373199356847,0.6983759488754246
0.000539156533790646,0.7077457515504084,0.8231741763372791
0.0005476266313712699,0.7297627356508931,0.7543895173958821
0.0005373510712796936,0.7367487479725626,0.8327132326117023
0.00051297662862229,0.7435423913282806,0.7824110954852701
0.0005021313938733587,0.7606186323260035,0.8368958600170736
0.0005012368241097175,0.7661990851366028,0.7773627382410639
0.0005188992387239633,0.7582025048475268,0.7898878543479823
0.0004820290856121876,0.7770289685092945,0.7668296285811846
0.0004919946358561663,0.7808628440007085,0.8384058948395222
0.0004632644717945629,0.781928630756177,0.7751244396417021
0.00045412564985628716,0.7991529883928342,0.8456815511087112
0.00045713412334058177,0.7971429540051174,0.8132244723829541
0.0004337288565985644,0.803695512733566,0.7833609547979992
0.0004445630203147611,0.8142653299222966,0.827099639984652
0.0004245473549973127,0.7772170626894792,0.8181170503440562
0.000436789312900299,0.8128901999069621,0.8430648785026685
0.00041812131122724794,0.8126256163182664,0.7787200325217445
0.0004057178473855932,0.8014330373805861,0.7664900741016029
0.0004270303223998884,0.8254697676678503,0.8319769475389508
0.00039797707926815117,0.8304424201663653,0.8455339683787754
0.0003901736947513106,0.8284996724122718,0.81612473956245
0.0004032553556339627,0.8241507132758137,0.8521156204072194
0.0003981108044880878,0.7980138825066007,0.7612974005259122
0.00038733314160648935,0.8265597831305408,0.8431370606457833
0.0003843515742771412,0.833264021015598,0.8177563533428952
0.00038412604579523115,0.840524459921025,0.8252486146859199
0.00037884676984287837,0.8377070181565002,0.8130812878618451
0.0003787211011032698,0.8393426891005507,0.7746382659480243
0.0003739234185670713,0.8481528628556626,0.7497840197884957
0.00036417405619180266,0.8502602791149418,0.8328660037717946
0.00037781683656642806,0.8470043726245781,0.8011022029852088
0.00036237133269093405,0.8486861749003166,0.8376961559001703
0.0003614048202879045,0.8354364696343446,0.8415199489370557
0.0003528108218690419,0.856032980409399,0.790106482561964
0.00035715187188518406,0.8560179000881359,0.8252131999363044
0.00034039479408458356,0.856460903624431,0.8289194434822418
0.00035881005076248486,0.8451366832223001,0.8398875029793209
0.0003592476072911725,0.8509277022318761,0.792195832847428
0.0003537171126466508,0.85711440803515,0.8172491490534403
0.0003384346025166182,0.857290590036944,0.792033209827316
0.00034058641427675123,0.8576541463746575,0.7500983769679415
0.00032883312115454777,0.8680681915054461,0.8330734932383892
0.00032662348639818524,0.8532260264001803,0.7380553920727897
0.00033159756579160935,0.8554230268548548,0.7885975750351638
0.00034052380530033533,0.8598085639129618,0.8060982213821131
0.000334373165312776,0.8670666367170864,0.7735600270865994
0.00033617565738155335,0.8662203201189714,0.7506004797867143
0.0003099612932569207,0.8714507914935083,0.8402469854922202
0.00031215745774954175,0.8654110743635666,0.8101132229782557
0.0003343888653535318,0.848455792939928,0.7258172870199852
0.00033559778832519275,0.8722880362243816,0.7786508449718091
0.0003071545157364239,0.849552591490097,0.733180887799593
0.00031515480226388575,0.8661138373640358,0.7507293676266461
0.00031386064221963734,0.8804247333322126,0.7722371743225888
0.0003008824274713463,0.8805284979420792,0.7667090550841761
0.0003016759167565621,0.874014065120538,0.722757304387119
0.0002935209294092625,0.8721495587569198,0.7648536267767525
0.0003059441871894981,0.8668365296477525,0.8029399119013161
0.0003072028442632367,0.8702785230459648,0.7200374819471773
0.0002974593712591996,0.8701811301489403,0.7259042225234695
0.0002950427562032216,0.8804154374129082,0.7544199610724236
0.0002802713565333417,0.8719966733198292,0.760463760339345
0.00029795279058622467,0.8859210339598719,0.7054999891744922
0.0002929809754848273,0.8811418978828215,0.7330190221899254
0.00028008005038766235,0.8829511703962325,0.7262917337671334
0.0002863110016398804,0.8797258961453167,0.7677102314870545
0.00029520721817355303,0.8877343801512293,0.7742530675141953
0.00029519453076483863,0.8936768180584602,0.7850169030219369
0.00029015924174915516,0.8706010962011445,0.7277499928636568
0.0002891743489886164,0.8769928490600003,0.7535362308385805
0.0002762271682908352,0.8869004515446417,0.7600784354518605
0.00026936477765268434,0.8851422999211067,0.7153369439273858
0.0002818536059395944,0.8898608176449547,0.7217372907193376
0.0002669574464134232,0.878844693266604,0.7336013027397316
0.0002912454961546163,0.8897315437994497,0.7413638537557425
0.00027458785286567616,0.8926896033366053,0.6983151484522551
0.0002709508340481719,0.8846426178116471,0.7875665655481147
0.0002747220274745949,0.8965400822136117,0.7155987659225759
0.00027008364723646826,0.8932006837955689,0.7412766880522564
0.0002815129918173032,0.8900144516777599,0.7128962939384035
0.00025454238535195316,0.8694221797151902,0.6873589240568202
0.00025907695097293436,0.8889513797436507,0.6791715146199023
0.00026940203758128316,0.8870148575835163,0.7557951072749193
0.00027918753235165833,0.864990162650039,0.6755319679026248
0.00027243444168935756,0.8885506302743807,0.692952663772273
0.00026282116311373546,0.901832225166818,0.78389033181402
0.00025349857185758234,0.894007021815164,0.69000879589232
0.0002647119974076849,0.897809568931504,0.6932728299547631
0.000260163873889795,0.8993130801955233,0.7221303200383923
0.0002502756745790763,0.8927233199034421,0.6968646830895681
0.0002560679090818674,0.9048524518031198,0.723778222337337
0.0002576446405717376,0.8974591536347859,0.6949021102206279
0.0002504593248196376,0.9103043519918657,0.7125987462551356
0.00026122194014707197,0.9061097349881053,0.7388464783495986
0.00023582513594456314,0.9117808976041817,0.7320143612587136
0.0002621082653591048,0.9055703695196167,0.7326767675880983
0.00023106838983316612,0.8994602929005977,0.6826841212540836
0.00024113633278708644,0.906213945855643,0.755024143676869
0.00024658800833967303,0.9084853091179148,0.7213692482559664
0.00023629852470386805,0.9049111420175352,0.7214605403157646
0.0002374868558078007,0.9097920524176084,0.7098105684656137
0.00023966068942762522,0.914732671870035,0.6899232957965541
0.0002500695344404645,0.9082454122396822,0.6852550549923141
0.00024011928570713456,0.912860272263155,0.6956175259031452
0.00023464982497088237,0.9102428468962295,0.6976179781687607
0.0002511930343896843,0.9069196726983816,0.6842418913186874
0.00024161828179598217,0.9106415483754161,0.6805423510338913
0.00023410431048133957,0.9040507491291208,0.7190212918945837
0.0002325392311861042,0.9133294963247394,0.7247032286600423
0.00023762115206888096,0.9147148832923047,0.6812956787794705
0.0002209463445030822,0.9096134850106938,0.6798145565491708
0.00022627915512896248,0.9146784283029016,0.7355418062082691
0.0002225815757794995,0.9203474377455945,0.6926049894312906
0.0002399168472982733,0.9194417874438446,0.7084179864242455
0.0002231556049100535,0.9160481254999054,0.6812255132431828
0.00023190009060969355,0.9080176527514372,0.6789942472026778
0.00022770888031429512,0.9067310214010176,0.7104011169960629
0.0002304786591967026,0.9134558169061673,0.686796056530305
0.00021458119184040214,0.9171062327182056,0.793579851716087
